sentence,predicted,truth
"20 yrs in the commfish industry. Not surprising to see the mucky-mucks sticking it to the worker bees again. Don't know what the answer is, but it sucks to have to look at your paycheck swimming past you. CV Platinum is a showcase plant. Too bad its mothballed.",0,1
"Wavemaker are you taking the Nazi Clinton's Kool-aid as a suppository? 

The only people who have ever tried to like Russia and Trump where the scum at the DNC the day this story was released.

Of course with the obedient media, as shown by the same e-mails that is going to get a lot of press.",0,1
"See, it people like you who make taxes inheritably unfair because you create exceptions. Look at states like Hawaii....where there are so many exceptions that only one type of people actually pay taxes...the strinking middle class. The rich and the poor barely pay any. That is because of people like you, Koncerned, who wants exceptions for some people. I say, screwed that....everyone pays!!!!",0,1
"In one sentence, you prove that you have no knowledge of the statehood act, state's rights, or the complete mismanagement of fish and wildlife on federal lands by the federal government.  By making blind, false assumptions about me without any knowledge of who I am, what I believe, and what I stand for, you also prove that you are just another judgmental, ignorant person without the critical thinking skills to have a productive, constructive, and courteous conversation with those who may offer differing perspectives.",0,1
"God I love how the REPUGNANTS are foaming at the mouth about hoe messed up this convention is. IT’S ONLY THE FIRST FEW HOURS OLD. Unlike the REPUGNANTS Dog and Pony show, theirs will feature prominent members of Congress, the President of the United States, NOBODY IS AFRAID OR EMBARRASSED TO SHOW THEIR SUPPORT .

Sure they are facing problems.But they aren’t trying to use My Little Pony as an excuse . THEY admit their mistakes and correct them . They fired Wasserman Schultz . I’m more than upset Clinton hired her but will wail and see how that plays out .

Bernie is ENTHUSIASTICALLY ENDORSING HILLARY . Unlike smarmy Cruz’s speech Bernie will work to unify the Party. Why?

Because he knows that as terrible she is she is OVERWHELMINGLY THE BEST CANDIDATE TO NEXT OCCUPY THE WHITE HOUSE .

That is how incredibly ATROCIOUS a candidate Trump is.

GO AHEAD AND HAVE THIS REMOVED AGAIN BECAUSE YOU CAN'T STOMACH The TRUTH YOU TRULY REPUGNAT WING NUTS.

I'LL REPOST IT AS OFTEN AS NECESSARY",0,1
"Most of life is about making choices. Most choices aren't clear-cut good and bad. Rather most choices are determining which is the least bad choice

Our laziness has allowed the DNC and RNC to run roughshod over our lives and the Constitution. At the present time the only candudate expressing and interest in the Constitution is Mr Trump. He is the least bad choice

Anyone who choses to waste their vote ignoring this will only bring Queen Hillary to the ultimate power. Dhe will have the Presidency and the Senate and the Constitution will disappear. 

Then you can cry in your beer about how bad a choice you had so you killed your hope. Ya can't fix stupid",0,1
"It's been proven over and over and over again on the ADN threads, Dick is a one party opportunity whiner. He has little sense of balance, even when the R majorities can't balance.",0,1
"How are the actions of this young man in this case any worse than the over-reaction, intimidation and persecution of this young man for making a political statement by Traini. Traini is a thin skinned assh8le for pursuing this.  Jury Nullification = NOT GUILTY.  Traini, you are in politics, which is 'war by any other means' and if you can't take it get the h3ll out of town.",0,1
Another ill-written story by a liberal who won't open her eyes to the cancer that is the Clintons.,0,1
"Actually we're talking about state prisons here, chum, not the ""feds"". 

You're foolish if you think crime stops in prison. Drug use, rape, violence. Have you seen the effort these people have been going through with drones to bring in contraband?

Finally the statistics show the poor and minorities are more often subjected to jail time, and more of it, than the average joe. While I agree there are some habitual offenders, lifers, and that sort .. to assume everybody in jail wants to be there is a bit of a non-starter.",0,1
"round them up, give them a flea bath, shots, and spay or neuter. They want to live like stray animals,they will be treated as such.",0,1
The Catholic Church doesn't allow Jews in the club.,0,1
IF Sanders supporters vote for Clinton they will show the democrats that it was well worth it cheating Sanders.  The cheaters will have won. Voting for Trump will teach them a lesson .  There's a clear patter with Clinton---all she has to do is lie and cheat and she will win.  She should be treated like everyone one else . Anyone else would have gone to prison for what she has done.    Stay tuned for Thursday's email release.    As Trump pointed out this morning----why is Clinton a coward to face reporters questions ?  What is she hiding ?,0,1
"Thanks Jeff for the reply. But progressives (other than you evidently) do support bigger government and expansion in every direction. Socialized medicine, schools, housing, phones, you name it, they want to supply it.

Big Businesses and the wealthy are not paying as a direct result of progressives. Small business and working people are picking up the tab for them and everyone else. Progressives like Bush, Obama, Clinton and Trump are at the heart of the problem. They lie and call themselves conservative then pass the largest handouts/bailouts/social programs they can.

I don't blame the poor for being poor. I disagree with what to do about them. IMO it is idiotic to give a drunk a warm place to drink and expect him to change his lifestyle because of it.",0,1
"“Trump encourages Russia to spy on Clinton”

No. People are being mislead by terrible journalism.

1. If Russia is not already spying on the secretary of state of their largest geopolitical rival, then they are the stupidest superpower in world history. They don’t need Trump’s “encouragement.”

2. Trump is not “encouraging” Russia to hack into Clinton’s email server. Trump is (correctly) noting that they have almost certainly already hacked it and is encouraging Russia to release what they found.

3. Clinton’s lawyers and aides deleted almost 30,000 emails – and wiped their hard drives – before turning the rest over to investigators. They claimed that these 30,000 were not work-related. However, FBI investigators were able to recover some of the 30,000, and discovered that, yes, some of them were in fact work-related.

4. So that is what Trump is saying: Hopefully, Russia will produce what Clinton’s team deleted.

5. I despise Trump. For the record.",0,1
The only real reason loco weed is allowed is that it spawns liberals and leftist.,0,1
"Your desperation is obvious in your delusional attempt at deflection . Every night has surpassed the previous one. THIS Convention has been spectacular , unlike last weeks  narcissistic dog and pony show !

And YOU know it !",0,1
You have to love when liberals get their panties in a bunch over this while ignoring the systemic racism their party extrudes. All the while having criminal illegal aliens and mothers of criminals speak at their convention.  What a crock.,0,1
Less educated huh do you think because you can FOLLOW a  curriculum laid out for you buy someone else and that you con parrot it back that you are somehow smarter? Your  Genius becomes more apparent with every comment you make professor all I hear from you is hate and  prejudice towards your fellow Americans who ever hired you is not getting their money's worth,0,1
I agree.  Children do not seem to be top priority in mat su.  OCS seems to only care for their jobs not the children they are paid to protect and dealings with Judge White in our own family sicken me.,0,1
Dick catches fish. Period.,0,1
"Maybe they should wait for the outcome of the lawsuit before spending on another building.  Oh wait.....we have money growing on trees.  I have never in all my years seen such selfish politicians and I have been around awhile.  Short of putting a tattoo on all of their foreheads stating ""NO to a new office building"", I don't know what would make them listen to the people.  They are unbelievably self-serving.  I am sick of reading how much of our money they need to run the government.  They need our money to waste on themselves in offices and per diem.  Why don't they just call us stupid to our faces?",0,1
"""Vistors"" can also be locals, Mr Patrickson. 

A few weeks ago, we were enjoying an evening on a gravel bar near home when some little townie punks showed up and started a root ball on fire, then decided to leave, since not a one had brought along any bug dope. A-holes let it burn. We put it out. Dang shame we didn't get a plate number for the ranger.",0,1
"I do not want to keep children ignorant, that's not what I said. What I am saying is as a parent I must be in the decision making process. After 18 that's there decision. Are you ok with your 12 year old getting an abortion without your knowledge???",0,1
"Yeah, all you knuckleheads, go ahead & make MYYYYY Day!!!! It will be HYYYUUUGE, just like all of my HYYYUUUGE casino bankruptcies. Getting all other's to take the fault and financial fall for me. By losing MONEY, THIS TRUMP,  will have the United States, filing for bankruptcy within 365 days of taking office. When I refuse to let the Treasury Secretary pay the interest on the amount of debt we are beholden to them [Chinese] for one strange $ellebrity con-cocked power trip  . But hey, we'll just give Alaska and/or Hawaii to them as their U.S. collateral owed and get them off our back(s)!

And yet I'm still amazed at how many of my supporters have given me the pass on my taxes. I love the poorly educated.",0,1
"Open letter to Hill of Beans:  Dear Beans, You cannot try to have Trumps attitude and platforms and then say he is bad and not you.  Don't you have any shame at all!  You continue to be a Thief and Criminal, not fit for office.  Thanks, Hodad",0,1
"Looks like a Trump...oops,uh...garbage truck.",0,1
Director of the FBI James B. Comey made the case very clearly that Hillary Clinton is not just any run of the mill Politian that lies but rather a sociopathic liar. It is believed by many experts that sociopathic lying is connected to the mental illnesses Narcissistic Personality Disorder (NPD) and Antisocial Personality Disorder (APD. The more I read and hear about enthusiastic zealots for Hillary the more I wonder how many might be in the same sad medical mental condition as her.,0,1
"A list of things no teen said ever, I can’t wait to be abstinent, I wish my parents where more involved with teaching me about sex, I don’t want to know anything about sex, No don’t show me a picture of the opposite sex naked, or same sex depending on teen. Well this is pretty much true for all mammals. I hate to break it to people but humans have three main instincts food, survival, reproduction. In fact the sexual instinct is so strong in Humans their are 7.4 Billion of Us, and I know no one wants their kid to grow up but pretending you where a result of immaculate conception, or that you never had sex outside of marriage is well just silly. 3% of americans successfully wait I’m sure your kids one of the 3 in a hundred.    http://usatoday30.usatoday.com/news/health/2006-12-19-premarital-sex_x.htm",0,1
"I live in Bend, and many people were upset when 10 Barrel sold to AB. Two years later, they are still brewing right down the street from my house, employing locals. I had a Sinister Black just last night - just as delicious as ever!",0,1
"I didn't say she lied to the FBI as in directly, she lied to the public and congress about her emails which the FBI investigation proved beyond any doubt that she lied. Maybe you can't read for comprehension? 

[1]. Comey was asked about such claims, which she also made publicly, in a pointed exchange with Rep. Trey Gowdy, R-S.C.
“That’s not true. … There was classified material emailed,” Comey said.

[2]. On her claim that she used one device, Comey also said, “She used multiple devices.”

[3]. And on her claim that she turned over all work-related emails, he [Comey] said, “No, we found work-related emails, thousands that were not returned.”

It’s apparent that she lied to the American people. Why on earth such people continue to allow Hillary in their support of her to make FOOLS of them is beyond reason and out of touch of any form of reality.

http://www.foxnews.com/politics/2016/07/07/chaffetz-claims-double-standard-in-clinton-case-as-comey-testifies.html",0,1
"They fight it David because they are stuck in the 1960s. Our Legislative Majority has treated medical Marijuana like that since it was voted on and approved many years ago. Oregon passed their medical bill at the same time as Alaska. Oregon moved forward, and Alaskans were treated like crap by the people in power. No dispensaries, no way to even legally access seeds to start your own. They also made it near impossible to get an MM card, and if you did, you were subject to a courtesy check to make sure you were in compliance with the law, which is vague at best. Very few Doctors were willing to stick their neck out to give you a MM card. It is still that way today. They are treating recreational about the same. Dragging their feet, kicking and screaming ""Marijauna is the Devils weed!"" the whole way. A few places are finally getting somewhat of a green light. But, don't hold your breath. In another year or so they can quietly make this initiative go away.",0,1
"It's kind of like this annoying ADN voting system right? Who else just hits sorta and like over and over until they get posted? It's nothing but an added irritation!! Nobody reads or even cares about how civilized comments are on topics we aren't posting about and if it gets heated who cares?? That's people... As long as abusive people can be flagged and it doesn't end up too trashy who cares!? It's a tool to empower idiots and divide people even further! Heck they should have destroyed our thread but obviously there was no serious objection lol! Good, I hope we made at least a couple people spit out their coffee :-) loving it!",0,1
"""Did he know the consequences? I am more than sure, he did.""

I'm pretty sure that punk in TX who stole beer from a store, got drunk, and murdered four people with his stolen dad's SUV also knew of the consequences. He likely also figured he would get probation because he is White and rich.",0,1
"We like strippers, and there is nothing wrong with them. A stripper knows the difference between a piece of a***, a decent conversation, and a dollar bill. A stripper might rob you, but she's not usually lying about doing it. I'd like to open a strip club and carve into the front door the following quote from the Gita [directed at all you incredibly moral neighborhood association gentrifiers shutting every club down], 

""One who restrains the senses and organs of action, but whose mind dwells on sense objects, certainly deludes himself and is called a pretender.""

i.e., titties out of sight are not out of mind. If anything it makes you a pervert as desire has more to do with speculation of what you don't have than it does with the sense of seeing what is right in front of you. When I see a naked woman I see a WOMAN, but then I meet some guys who claim to not go there yet cannot pass a woman without commenting about her parts. Speculation is perversion, not seeing.",0,1
"really?,  so how's the butt healing?",0,1
To bad he wasn't a black rancher. Obama and Lynch would have the DOJ and the FBI all over this. Not to mention the BLM group would be chanting for the cops death. But alas he was white so there's nothing to see here...,0,1
Buffet? More like a beggars banquet.,0,1
"Art, the fact is you made a mistake, and let your big mouth get out ahead of your brain (a common occurrence). No amount of obfuscating and tap dancing will get you out of it. But nice try, genius.",0,1
People Kill ....,0,1
"So many people still acting like cannabis is the most deadly substance known to man. How about you worry about your small, s**thole town's crystal meth problem before you whine about marijuana? I'd rather live in neighborhood surrounded by 100 potheads than in a neighborhood with one crack/methhead. Sit down and shut up.",0,1
"Hang them in ""the public square""? Do you have one of those in your town? I don't. Why don't you just shoot them. Gunny? Be done with the miscreant. Who died and made you Queen, I mean, King?",0,1
"The entire political machine is corrupt through and through. Clinton has spent decades greasing the wheels so that the party would nominate such a weak, dishonest, dangerous and corrupt candidate as her. Doesn't matter if another even more sick and dangerous candidate on the other team will take her down. Those who support her do so with complete indifference.",0,1
So Hillary is the rotten banana? Hmmm....,0,1
"freeheels..Close your eyes and ignore the murder and marginalization of Native Americans, Slavery and the subsequent racism towards blacks and ""Mexicans"", and Muslims, the internment of Japanese, George Warcriminal Bush invasion of Iraq, and you'll see the streets of America are paved with gold, everything is ok and you can have a coke and a smile...it's called the Conservative way.",0,1
"Hillary is a mockery to the institution of motherhood, and to the institution of marriage.  She enabled her husband to use and abuse other women and then conspired to destroy the lives of the women.  There is very little respect for Hillary in the world.  Hillary is responsible for the debacle in Libya,  accomplished nothing while the Senator from New York, or the first lady of Arkansas.  She tries to claim Pennsylvania, Illinois, Arkansas, New York as her home when out campaigning.  She handled classified emails and documents like dirty tissues at the bottom of her purse.  She's a disgrace.",0,1
"Other than Hillary's baggage (Bill and years in politics), so-called ""scandals"" most of which only Hillary-haters care about and most importantly, being a woman candidate, Hillary is policy-wise an extension of Obama. 
But Hillary doesn't give Americans that warm fuzzy feeling that means so much to the politically naive. Bottom line: the mediocre, underachieving variety of American wouldn't want to drink a beer and shoot the sh*t with her. She intimidates.
A certain segment of Americans genuinely deserves Trump and every backward policy he would enact. Then again, this segment represents what is ignorant and contemptible about America. It is America's ugly past. These cretins represent an America that is already dead but which has been temporarily reanimated by the fetid flatulence of its own putrefaction. Is it malodorous? Yes, but like a horrible bout of irritable bowl syndrome, this too shall pass. And a viable and more competent America will grow out of the rotting heap.",0,1
"Brilliant argument about not eating anymore.. Oh yes, and I didn't like the smell of my brother's farts so I don't breath anymore, and because the last new beer I tried tasted like crap, I don't drink anymore either.... Oh yes, the logic in that is great... I don't like the color of paint they used on my apartment door so I blinded myself.... Yes, I think in arguments of logic, I'll stick to the ones I already stand by because logic is something you seem to be completely lacking in.",0,1
"Old Hilary was at it again yesterday calling a “Goldstar Mother” a liar on Fox News Sunday, who lost a son while serving our country. Also, unbelievably that the FBI director did not say she was untruthful (saw and heard him say it with my own eyes and ears), same old Clinton cover-up which brings up an old childhood saying, “liar, liar, pantsuit on fire”.",0,1
"And the number of wars you've been involved with up-close and personal include? I don't mean baking cookies in some tent back on a FOB somewhere (or similar).... I mean out in the mud and blood enforcing the last 500 meters of national policy where the metal meets the meat. I'm against war, and I've been there. Does that make me a coward? Or is this one of those embarrassing moments when your lack of expertise beyond watching ""Green Zone,"" between games of ""Call of Duty"" has led you to believe you have experience where you do not?

As I recommended to another further down. I have a number of very close friends who don't care for war (based on experience). I'm certain they would explain their reasons to you, and you can explain to them how they are cowards.",0,1
"The Alaska Legislature doesn't need anymore new or old oil soaked clowns.  Birch is a wannabe oil soaked clown. No thanks, Mr. Birch.",0,1
"Most rich white kids did not go to Vietnam. There was little fairness in the draft. But there is no excuse for the disrespect of veterans and veteran families that Trump has now repeatedly shown. He seems to have no concept or respect for public service and sacrifice. Losers I guess. As I recall Trump stated in an interview that his Vietnam was successfully avoiding sexually transmitted disease, which he considered a remarkable and noteworthy accomplishment.",0,1
"Thanks coming from someone who can support HRC I consider that a great complement. I think she is evil, or insane. Anyone supporting her is delusion or insane. So while I support your rights to voice your views, they mean absolutely nothing to me. Because you see I do not value your opinion.",0,1
"Attacking the Kahn family would seem the lowest that Trump and his supporters could go, and Jesse Ulery exemplifies the ignorance and hate of the new Republican party.  No decent person would ever attack a dead soldier, and claims that the senior Mr. Kahn is acting for political or economic gain is beneath contempt.  The Trump camp is now spreading rumors that captain Kahn was a secret radical Muslim terrorist.   I have no doubt that we will see more & more sick, disgusting, and delusional rants and conspiracy theories as the election nears.",0,1
"_""Why do the Khans get special and national exposure at the DNC? Because they’re Muslim. It’s PC BS pure and simple.""_ -- 4:20

In fairness, I think the reason that the Muslim parents of a soldier who died in combat were provided a forum is to emphasize that not all Muslims are terrorists (just as all Christians don't follow Christ's teachings). Of course, the Khan's were speaking only to people who don't have hearts filled with hate and minds filled with Fox News garbage.

-- Paul",0,1
A tRUMPlicant Jihadist that will blow up the Republican Party at any cost.,0,1
A tRUMPlicant Jihadist that will blow up the Republican Party at any cost.,0,1
"The way Walker works,  he probably wants to divert the taxes and fees coming from the pot industry to his stupid gas pipeline project and Schulte was bucking it.............I wouldn't put it past him .",0,1
"This individual does need therapy, I hope he gets the help he needs as well as one of those ridiculously light sex offender sentence. This system is broken when it comes to crimes of this nature. The list was designed to be a warning for parents, and yet these people still reoffend. The punishment needs to fit the crime. We need to start surgically castrating all offenders.  We can't kill them (to my dismay) but we can permanently remove the urges.",0,1
You compare young war hero Captain Kahn with the Fort Hood shooter only because they were both Muslim?  That is extreme racism on your part.  Shame on you.,0,1
"having heard Djou on HPR's The Conversation, it's clear he too has no clue regarding the homeless and the rail debacle will continue no matter what, while the ethics and cost of living issues will flounder. this election year for Hawaii and nationally is unacceptably dismal, we have nothing but really bad choices to choose from. that I'm looking at voting for a republican for Mayor who's gunning for the Governor's seat just to avoid the other two, and Hillary just to avoid a DJT / republican catastrophe is historically pathetic.",0,1
"the double standard in this article is amazing, it states the feud was going on for 5 days but yet trump only mentioned Khan by name once. seems like its the media draggin this story through the mud for the rest of the days. it seems to me that if Khan wanted to talk about his son he could have but instead he seized the opportunity to attack Trump for nothing. it was very disgraceful and i wonder what would his son say to him for using his death for political gains... we saw the BLM mothers and their grief and they spoke but i didn't get that they were so distraught they couldn't mention their sons'! Giant double standard of crap! McCain! really if anyone is the old school racist your tryin to oust it's McCain!",0,1
"As most of these comments show, party politics has become a zero-sum game; at best an excuse to poke anonymous jabs on the internet.   The Khans probably shouldn't have allowed the death of their son to become a campaign tool, but I guess that's their business:  It's that old saw about wrestling a pig---You'll both get muddy and the pig will enjoy it.

Trump and Clinton are (bad) actors in a manufactured reality, which far too many here take seriously enough to be unpaid foot soldiers in an effort to subvert and manipulate the American public:  Party politics has become a substitute for real and meaningful action on the part of a nation of lazy arm-chair quarterbacks who wouldn't know a real day's work if it bit them in the arse.",0,1
"Not sure why we are even discussing this person, the cops should have just drowned him in the river on the way back to the station. Oh well...",0,1
is that the best ya' got.. shiiiiiiiiiiiiiiiiiiiiiiiiiit!!!,0,1
"ADN has four articles hitting Trump and nothing about Hillary and her lies.  Come on now ADN, you think we are stupid.  Fair and balanced is not in ADN's vocabulary.  Many of us will vote for Trump because we are fed up with biased reporting and how the MSM tries to act like they are in control.",0,1
Trump is a BIGOT !,0,1
"Ummm....Wyatt?

Thank you, first of all for your racist comment.  It actually does mine own heart good.

I do NOT define, as apparently you do, the demographics of the homeless, but rather state that those agencies that claim to represent, and support their own demographic predispositions, well than, they should go in whole hog, as it were.

That said, Wyatt, I give not unto said organizations that ""claim"" to help those that need it, I give unto those that I deem deserving, within monetary, time, and items, or stuff, as it were, mine own self, so as to help them the most direct way that I can.

I care not a damn about the demographic of the family, I only care that they need, and deserve whatever help that I can give them, so as to further their own desire to be productive members of society.

And THAT, Wyatt, is the difference between mine own self and our Government.

I choose unto who, and where, mine own hard earned money goes unto.

NOT the freaking Politicians!

Ya ken?",0,1
"Why worry about Trump, he and his childish mouth and tantrums will hand it to Hillary then we are all lost in a sea of socialism,progressive which is communist lite, rigged Supreme court,and anti- American sell outs  for her foundation The Clinton's are only about their money and to hell with everyone else except illegal aliens and Muslim invaders. That war with Islam and its attacks on the West and Christians started 1,400 years ago and never stopped if you research history.",0,1
One thing that Trump does is keep his name in the media and memory with the least amount of effort which is pretty smart. People are so dumb anymore that come voting time they will just remember the name when they go to the polls and forget all else. Hillary needs to change her name to something people can remember as it's all a bunch of garbage what they say they will/can do and promises are forgotten. I do think that once the women get in the polling box that who they promised their husbands they will vote for will be forgotten too and that will turn the trick for Billary.,0,1
"I don't think it ""sucks"" or find it hard to navigate.  I like that they found a comment system that didn't require Facebook to leave a comment too.",0,1
"The only principles he has is Nafta and TPP.  These people are not really conservatives, but Carpetbaggers of the worst ilk.",0,1
You lose credibility and sound like a clown whenever you label Walker's veto as stealing or theft.  Not agreeing with policy and one man's attempt at some semblance of fiscal responsibility does not entitle you to call someone a criminal.  Same as if I criticized you for stealing all the state's services while paying no taxes for the past 30+ years.  You're like the little kid who won't stop a temper tantrum when your parents stop your allowance after they've lost both their jobs,0,1
"wow nearly 48 hours after this broke, the ADN put this up, with a liberal twist.  Not with the fact that an unmarked cargo jet shows up in Iran with laundered money the day of the hostage release.  Just prints Kerry's denial. This paper is really pathetic - probably a waste of time posting.  Sure wish journalism wasn't dead in the country and in Anchorage",0,1
"This is a great article!  Thank-you!  We need more of this knowledge to inform the public of wildlife ettiquette in the backcountry so people and our wildlife are safe from stupid blunders.  Most bears just want to mind their own business and protect their kids and food.  Pretty simple... just like us.  Keep a clean camp, make your presence known while walking, food away from where you sleep, and if your smart you'll leave the bacon and butter out of your backcountry recipes.  Leave the stinky fat filled food home. Bears almost can't resist.",0,1
"why did you removed my comment?  this was a truthful opinion of what this gal did.  she had no right to bring shame and disrespect to the people of Hawaii.  you think it was a great idea that she made an ass of herself?  she is not a good person, only thinking about herself.  ask sanders if he approves of her behavior?  these Hawaii sanders supporters are like trump supporters, just a bunch of uncouth white guys that don't know anything,",0,1
"The RG has a staff of reporters who, in my opinion, do a good job of covering local and regional news.  Of course, like any paper of the RG's size, it depends on wire service coverage of national and international issues.  You may not like the RG.  You may disagree with its editorial stance on various issues.  You may feel the paper has that ""damn liberal mainstream media bias.""  That's ""life in the big city"" 

 When visiting relatives in Oklahoma, I read the Tulsa World.  I'd guess I like their ""world-view"" (no pun intended) less than you like the RG's, but, hey, it's the publishers' paper and the editorial policy is their business.  I can write Op Eds, I can write Letters to the Editor, I can cancel my subscription, I can refuse to read it...my choice. . or, I guess, I could just whine abolut it.  You've got the same choices available to you.",0,1
"A well-written, literate essay providing possible solutions for the threats to life in the nation are met with wild ranting attacks against the author.  The virulence of the attacks is reflective of the mindset of those blindly devoted to guns for all at all times.  Those mindsets should deny them access to any weapons of mass destruction.  The ongoing propaganda spewing from these and their fellow NRA idolators in service to the arms manufacurers and distributors fails to reveal the real intent of it all - Profit.  Follow the money as in most cases of blind idolatry after dismissing all of the specious claims of protection, ""rights"", and freedom.  The sole purpose of the massive distribution of arms throughout the nation is pure profit.  If more guns was the answer to social ills, the U.S. would be the safest place on earth.  It ain't.  If more guns was the answer, the Middle East would be even safer.  All these comments reflect is just how stupid humans can be.",0,1
The Patriot Act already put such a broad definition on what qualifies as domestic terrorism that it's considered unconstitutional by a huge number of people.  You really want to broaden the definition further?  That's ludicrous.,0,1
"No one was punished for falsifying evidence because evidence was not falsified. Except for the prosecution stupidly allowing OJ to try and put on a pair of leather gloves that had been wet with dew and blood. Obviously, they should have gotten a new pair in the exact same size for him to put on instead of the actual gloves which had obviously shrunk due to having been wet. Leather does that. Yes, OJ got away with a double murder.",0,1
"In other words you want a weak, sick, confused by progressive's nation with no borders, language and culture! or morals.  Thanks goose stepper!",0,1
"Nothing more than ""black venomous drool"" come out of this chippies mouth!",0,1
"We have a ""land of fluoridation"" locally  --  it's Forks, WA, which has fluoridated its water for decades.  We also have an Eden, a ""land"" where fluoride has never been added to the water  --  Sequim.  Children's dental health is much worse in fluoridated Forks than in  unfluoridated Sequim.  

Clearly, things work very similarly in Europe, where the same governments that provide everyone's health and dental care have decided to stop fluoridating their water.  Silly governments  --  they say they've made that decision because the supposed benefits to oral health are unproven, and the detriments to systemic health are real.",0,1
"Mentioning Woody Allen  reminds me its not ok to have a sexual relationship with the kids you adopt. I was always a big fan, but as a foster kid i find his behavior disgusting. Lets not heap to much praise on him.",0,1
"Yes, the Donald is often silly and immature.   These aspects need to be held up  for all to see since he is running for the Presidency of the US.  I said in an earlier comment that it would be like giving a six-year-old the keys to a car if he were to gain the Presidency.",0,1
"Sounds like baloney. In thirty years, this is the first I've heard this particular excuse, for not building a gas line off the slope.  

Nice to know that Exxon is worried about greenhouse gas emissions.  (oh...they really DO care)",0,1
"“The New Jim Crow,” ? The OLD Jim Crow is still very much alive and doing JIM DANDY pardon the pun.....I don't particularly favor Obama, he has been a poor president for America in many ways. But the country’s long history of racial inequality  isn't on him alone by a long ways. The democrat party is still operating the old southern plantation model of masters and slaves. So long as the Washington Democrat Establishment and inside Democrat Party hacks continue in their corruption and lying, and offering government dependence programs for votes nothing of notable change will ever occur particularly for people of color. The majority of Americans are hungry for Real Change. Sanders and his supporters, Trump and his supporters have proven that much. Hillary is eternally bound to Wall Street political largess, besides the constant lying, Hillary is  wholly incapable of offering anything other than more PLANTATION lip service to any real change in America.",0,1
"In this woman's opening line she calls republicans ""anti-Muslim, homophobic, misogynistic, racist and rejecters of science.""
Shannyn,.. The accusations of the accuser are most often a true reflection of their own selves. Your words are hateful and judgmental.

A.D.N you disclaiming that her opinion doesn't reflect yours is a weak attempt at giving her a free-reign pass at saying extreme and hateful thing like the accusations in her opening statement.

Furthermore - if I were a republican business person - I wouldn't spend a dime advertising with A.D.N and supporting hate like this.",0,1
"You've not attended an Oregon Football game, have you? Alcoholics, hipsters, toxic habits, but mostly just pervasive, uniform, selfish, inconsiderate behavior. And sullen, especially when they lose. And they mix tight ends with tuba players in a field in front of thousands! Tsk tsk, I'm no longer amused by this shameful display of evil socialist and morally corrupt behavior. All you vain
people with bad posture, straighten up and fly right!   

S/off",0,1
"When some idiot ""falls"" into the pit and gets ""injured"", they'll sue the county for millions and probably win. I'm not very interested in giving millions of our tax dollars to said idiot.

The problem isn't the consultants or their recommendation; they're doing what we asked, telling us what our (taxpayers) liabilities are. The problems are the laws that allow for excessive liability. Telling us we're likely to be on the hook for millions of dollars, and if we don't want to be on the hook for millions of dollars we need to change something, isn't bad advise.",0,1
Trump has a fluorescent rodent on his head.,0,1
"About 15 years ago I was living in anchorage and had 2 clowns trying to gain entry into my home very early morning. I called the police. Person who took my call told me they'd send someone over. 15 minutes later, no police and clowns still here. I called the police back. Same person answered. Asked when they were coming? Told me everyone was busy and they'd get there when they can. I told them ""that's fine but if they manage to break in, I will shoot them both then they'll need to send an ambulance too."" They told me ""you can't do that!"". My response was ""well you better get someone here before they do break in then."" No kidding.... within one minute 2 cars rolled up and caught them on my porch. So if you need to call the police about an intruder, tell them you will shoot the intruder if the get inside. Would I have shot them? Yes I would have and was ready too. Thankful that I didn't need too.",0,1
"The Wall Street con-artists, bankers and hedge fund managers that are backing the evil HRC?",0,1
"How many public employees are devoting how many hours to this ""search""?  Will that number be static for all ""searches""?  Or, what makes this ""search"" unique?  One thing that makes it unique is that it was a news item to Kenya News and French News.  Isn't that overdone?  Since the search for others is not so widely spread.  When there is global news distribution that looks like false flag stuff.  Say, how much false flag stuff is built into our Alaskan governmint ""incident"" budget?  Property owners have been told we are on our own 911 wise.  So, what's the truth here.  We need to cut our ""incident"" department to nothing.  With incident exercises someone is tasked with writing comments (another paid commenter etc.)  While we are very stupid we do catch a glimpse of what we are paying for here.  Incident exercises are all about finding out about the populace.  There is insatiable appetite for both from militarized law enforcement.  Our governmint is supposed to be on our side, typically.",0,1
"A nice historical perspective relating to present use of flipping the bird.  As you say, the marines shouting ""fuck you"" emboldened them in the face of being attacked to take action that saved lives.

Ms. Kent by her own account felt ""bullied"".  Were Senators Hirono and Schatz the bullies, because her bird flipping was right between their heads?  Or maybe it was meant to flip the bird to Rep. Tulsi Gabbard, a fellow progressive who spoke of aloha in her nominatinating speech for Bernie Sanders?  Makes me wonder.

One thing for sure...flipping the bird casually can be life- threatening (e.g., roadways) and definitely not life-saving.",0,1
"El Keith Here you go. http://www.usconstitution.net/const.pdf

My analysis is of no consequence as it is the courts who judge and interpret the U.S. Constitution.

People caught transporting or dealing illegal drugs should be tried and if found guilty be sentenced to 10 years of listening to HRC screaming obscenities at her sexual predator husband.

I'm not a bleeding heart liberal. I despise drug dealers and gang bangers.",0,1
"It would have been better served and perhaps more accepted if she gave ""bunny ears"" to both Senators Brian Schatz and Mazie Hirono. She was in perfect position at least and her ""sissy"" demeanor would have matched.",0,1
One previous owner of the Pump House got caught bring marijuana in from Mexico using his airplane about 30 years ago.  This place is jinxed.,0,1
